# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-12-08 23:45:32 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 06934500 Missouri River at Hermann, MO
# -----------------------------------------------------------------------------------
#
# Data provided for site 06934500
#            TS   parameter     statistic     Description
#         75911       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	75911_00060_00003	75911_00060_00003_cd
USGS	06934500	1935-03-03	40700	A
USGS	06934500	1935-03-04	35300	A
USGS	06934500	1935-03-05	46600	A
USGS	06934500	1935-03-06	50600	A
USGS	06934500	1935-03-07	62500	A
USGS	06934500	1935-03-08	74900	A
USGS	06934500	1935-03-09	73600	A
USGS	06934500	1935-03-10	90000	A
USGS	06934500	1935-03-11	111000	A
USGS	06934500	1935-03-12	117000	A
USGS	06934500	1935-03-13	117000	A
USGS	06934500	1935-03-14	118000	A
USGS	06934500	1935-03-15	127000	A
USGS	06934500	1935-03-16	109000	A
USGS	06934500	1935-03-17	80000	A
USGS	06934500	1935-03-18	59300	A
USGS	06934500	1935-03-19	53300	A
USGS	06934500	1935-03-20	57000	A
USGS	06934500	1935-03-21	57000	A
USGS	06934500	1935-03-22	54800	A
USGS	06934500	1935-03-23	51100	A
USGS	06934500	1935-03-24	47600	A
USGS	06934500	1935-03-25	44800	A
USGS	06934500	1935-03-26	46200	A
USGS	06934500	1935-03-27	51900	A
USGS	06934500	1935-03-28	54800	A
USGS	06934500	1935-03-29	58600	A
USGS	06934500	1935-03-30	57000	A
USGS	06934500	1935-03-31	54800	A
USGS	06934500	1935-04-01	46200	A
USGS	06934500	1935-04-02	38200	A
USGS	06934500	1935-04-03	43500	A
USGS	06934500	1935-04-04	43500	A
USGS	06934500	1935-04-05	42100	A
USGS	06934500	1935-04-06	42300	A
USGS	06934500	1935-04-07	44100	A
USGS	06934500	1935-04-08	51100	A
USGS	06934500	1935-04-09	49100	A
USGS	06934500	1935-04-10	53700	A
USGS	06934500	1935-04-11	56800	A
USGS	06934500	1935-04-12	55000	A
USGS	06934500	1935-04-13	55300	A
USGS	06934500	1935-04-14	53500	A
USGS	06934500	1935-04-15	47800	A
USGS	06934500	1935-04-16	41500	A
USGS	06934500	1935-04-17	45600	A
USGS	06934500	1935-04-18	49700	A
USGS	06934500	1935-04-19	47700	A
USGS	06934500	1935-04-20	47600	A
USGS	06934500	1935-04-21	57200	A
USGS	06934500	1935-04-22	60700	A
USGS	06934500	1935-04-23	57200	A
USGS	06934500	1935-04-24	55700	A
USGS	06934500	1935-04-25	53100	A
USGS	06934500	1935-04-26	57200	A
USGS	06934500	1935-04-27	63900	A
USGS	06934500	1935-04-28	63300	A
USGS	06934500	1935-04-29	54000	A
USGS	06934500	1935-04-30	47800	A
USGS	06934500	1935-05-01	49500	A
USGS	06934500	1935-05-02	63800	A
USGS	06934500	1935-05-03	83500	A
USGS	06934500	1935-05-04	98300	A
USGS	06934500	1935-05-05	94400	A
USGS	06934500	1935-05-06	96100	A
USGS	06934500	1935-05-07	94500	A
USGS	06934500	1935-05-08	89100	A
USGS	06934500	1935-05-09	88600	A
USGS	06934500	1935-05-10	85000	A
USGS	06934500	1935-05-11	85000	A
USGS	06934500	1935-05-12	88600	A
USGS	06934500	1935-05-13	95700	A
USGS	06934500	1935-05-14	113000	A
USGS	06934500	1935-05-15	128000	A
USGS	06934500	1935-05-16	126000	A
USGS	06934500	1935-05-17	127000	A
USGS	06934500	1935-05-18	122000	A
USGS	06934500	1935-05-19	118000	A
USGS	06934500	1935-05-20	136000	A
USGS	06934500	1935-05-21	165000	A
USGS	06934500	1935-05-22	187000	A
USGS	06934500	1935-05-23	188000	A
USGS	06934500	1935-05-24	184000	A
USGS	06934500	1935-05-25	177000	A
USGS	06934500	1935-05-26	169000	A
USGS	06934500	1935-05-27	156000	A
USGS	06934500	1935-05-28	164000	A
USGS	06934500	1935-05-29	218000	A
USGS	06934500	1935-05-30	258000	A
USGS	06934500	1935-05-31	284000	A
USGS	06934500	1935-06-01	316000	A
USGS	06934500	1935-06-02	361000	A
USGS	06934500	1935-06-03	407000	A
USGS	06934500	1935-06-04	436000	A
USGS	06934500	1935-06-05	454000	A
USGS	06934500	1935-06-06	450000	A
USGS	06934500	1935-06-07	447000	A
USGS	06934500	1935-06-08	439000	A
USGS	06934500	1935-06-09	404000	A
USGS	06934500	1935-06-10	396000	A
USGS	06934500	1935-06-11	396000	A
USGS	06934500	1935-06-12	372000	A
USGS	06934500	1935-06-13	352000	A
USGS	06934500	1935-06-14	323000	A
USGS	06934500	1935-06-15	286000	A
USGS	06934500	1935-06-16	273000	A
USGS	06934500	1935-06-17	269000	A
USGS	06934500	1935-06-18	252000	A
USGS	06934500	1935-06-19	239000	A
USGS	06934500	1935-06-20	233000	A
USGS	06934500	1935-06-21	237000	A
USGS	06934500	1935-06-22	265000	A
USGS	06934500	1935-06-23	284000	A
USGS	06934500	1935-06-24	273000	A
USGS	06934500	1935-06-25	231000	A
USGS	06934500	1935-06-26	206000	A
USGS	06934500	1935-06-27	232000	A
USGS	06934500	1935-06-28	264000	A
USGS	06934500	1935-06-29	268000	A
USGS	06934500	1935-06-30	254000	A
USGS	06934500	1935-07-01	238000	A
USGS	06934500	1935-07-02	236000	A
USGS	06934500	1935-07-03	234000	A
USGS	06934500	1935-07-04	220000	A
USGS	06934500	1935-07-05	211000	A
USGS	06934500	1935-07-06	198000	A
USGS	06934500	1935-07-07	180000	A
USGS	06934500	1935-07-08	154000	A
USGS	06934500	1935-07-09	138000	A
USGS	06934500	1935-07-10	129000	A
USGS	06934500	1935-07-11	122000	A
USGS	06934500	1935-07-12	117000	A
USGS	06934500	1935-07-13	122000	A
USGS	06934500	1935-07-14	115000	A
USGS	06934500	1935-07-15	106000	A
USGS	06934500	1935-07-16	91800	A
USGS	06934500	1935-07-17	82500	A
USGS	06934500	1935-07-18	76600	A
USGS	06934500	1935-07-19	73500	A
USGS	06934500	1935-07-20	72600	A
USGS	06934500	1935-07-21	72600	A
USGS	06934500	1935-07-22	73500	A
USGS	06934500	1935-07-23	87500	A
USGS	06934500	1935-07-24	108000	A
USGS	06934500	1935-07-25	127000	A
USGS	06934500	1935-07-26	115000	A
USGS	06934500	1935-07-27	88600	A
USGS	06934500	1935-07-28	76200	A
USGS	06934500	1935-07-29	70400	A
USGS	06934500	1935-07-30	65300	A
USGS	06934500	1935-07-31	60100	A
USGS	06934500	1935-08-01	54800	A
USGS	06934500	1935-08-02	51100	A
USGS	06934500	1935-08-03	48300	A
USGS	06934500	1935-08-04	45800	A
USGS	06934500	1935-08-05	43800	A
USGS	06934500	1935-08-06	42600	A
USGS	06934500	1935-08-07	43200	A
USGS	06934500	1935-08-08	46300	A
USGS	06934500	1935-08-09	45900	A
USGS	06934500	1935-08-10	42900	A
USGS	06934500	1935-08-11	41000	A
USGS	06934500	1935-08-12	38400	A
USGS	06934500	1935-08-13	36000	A
USGS	06934500	1935-08-14	35800	A
USGS	06934500	1935-08-15	36400	A
USGS	06934500	1935-08-16	36400	A
USGS	06934500	1935-08-17	36000	A
USGS	06934500	1935-08-18	35500	A
USGS	06934500	1935-08-19	39300	A
USGS	06934500	1935-08-20	40000	A
USGS	06934500	1935-08-21	35500	A
USGS	06934500	1935-08-22	33800	A
USGS	06934500	1935-08-23	32500	A
USGS	06934500	1935-08-24	32000	A
USGS	06934500	1935-08-25	30400	A
USGS	06934500	1935-08-26	29200	A
USGS	06934500	1935-08-27	28600	A
USGS	06934500	1935-08-28	27700	A
USGS	06934500	1935-08-29	27700	A
USGS	06934500	1935-08-30	27100	A
USGS	06934500	1935-08-31	27100	A
USGS	06934500	1935-09-01	31200	A
USGS	06934500	1935-09-02	31000	A
USGS	06934500	1935-09-03	28700	A
USGS	06934500	1935-09-04	29200	A
USGS	06934500	1935-09-05	35000	A
USGS	06934500	1935-09-06	49400	A
USGS	06934500	1935-09-07	53000	A
USGS	06934500	1935-09-08	45100	A
USGS	06934500	1935-09-09	38700	A
USGS	06934500	1935-09-10	35100	A
USGS	06934500	1935-09-11	33700	A
USGS	06934500	1935-09-12	34100	A
USGS	06934500	1935-09-13	34900	A
USGS	06934500	1935-09-14	33900	A
USGS	06934500	1935-09-15	31900	A
USGS	06934500	1935-09-16	29100	A
USGS	06934500	1935-09-17	29000	A
USGS	06934500	1935-09-18	33900	A
USGS	06934500	1935-09-19	35100	A
USGS	06934500	1935-09-20	41100	A
USGS	06934500	1935-09-21	42200	A
USGS	06934500	1935-09-22	34400	A
USGS	06934500	1935-09-23	28600	A
USGS	06934500	1935-09-24	26800	A
USGS	06934500	1935-09-25	26300	A
USGS	06934500	1935-09-26	26400	A
USGS	06934500	1935-09-27	26400	A
USGS	06934500	1935-09-28	24800	A
USGS	06934500	1935-09-29	23000	A
USGS	06934500	1935-09-30	21300	A
USGS	06934500	1935-10-01	21100	A
USGS	06934500	1935-10-02	22300	A
USGS	06934500	1935-10-03	25000	A
USGS	06934500	1935-10-04	24700	A
USGS	06934500	1935-10-05	22900	A
USGS	06934500	1935-10-06	22100	A
USGS	06934500	1935-10-07	21400	A
USGS	06934500	1935-10-08	21400	A
USGS	06934500	1935-10-09	22900	A
USGS	06934500	1935-10-10	25000	A
USGS	06934500	1935-10-11	25000	A
USGS	06934500	1935-10-12	23700	A
USGS	06934500	1935-10-13	22100	A
USGS	06934500	1935-10-14	20600	A
USGS	06934500	1935-10-15	19400	A
USGS	06934500	1935-10-16	20400	A
USGS	06934500	1935-10-17	22100	A
USGS	06934500	1935-10-18	22900	A
USGS	06934500	1935-10-19	23200	A
USGS	06934500	1935-10-20	21100	A
USGS	06934500	1935-10-21	19800	A
USGS	06934500	1935-10-22	19200	A
USGS	06934500	1935-10-23	20800	A
USGS	06934500	1935-10-24	25200	A
USGS	06934500	1935-10-25	29800	A
USGS	06934500	1935-10-26	31400	A
USGS	06934500	1935-10-27	29000	A
USGS	06934500	1935-10-28	25200	A
USGS	06934500	1935-10-29	22400	A
USGS	06934500	1935-10-30	23100	A
USGS	06934500	1935-10-31	23100	A
USGS	06934500	1935-11-01	22600	A
USGS	06934500	1935-11-02	23100	A
USGS	06934500	1935-11-03	25000	A
USGS	06934500	1935-11-04	35400	A
USGS	06934500	1935-11-05	67100	A
USGS	06934500	1935-11-06	76500	A
USGS	06934500	1935-11-07	73700	A
USGS	06934500	1935-11-08	68300	A
USGS	06934500	1935-11-09	62900	A
USGS	06934500	1935-11-10	68700	A
USGS	06934500	1935-11-11	66700	A
USGS	06934500	1935-11-12	70100	A
USGS	06934500	1935-11-13	67100	A
USGS	06934500	1935-11-14	57700	A
USGS	06934500	1935-11-15	50800	A
USGS	06934500	1935-11-16	46400	A
USGS	06934500	1935-11-17	41300	A
USGS	06934500	1935-11-18	36300	A
USGS	06934500	1935-11-19	35100	A
USGS	06934500	1935-11-20	38400	A
USGS	06934500	1935-11-21	38400	A
USGS	06934500	1935-11-22	36700	A
USGS	06934500	1935-11-23	35800	A
USGS	06934500	1935-11-24	33900	A
USGS	06934500	1935-11-25	29800	A
USGS	06934500	1935-11-26	27300	A
USGS	06934500	1935-11-27	33200	A
USGS	06934500	1935-11-28	40700	A
USGS	06934500	1935-11-29	44300	A
USGS	06934500	1935-11-30	51000	A
USGS	06934500	1935-12-01	59300	A
USGS	06934500	1935-12-02	50600	A
USGS	06934500	1935-12-03	44300	A
USGS	06934500	1935-12-04	48300	A
USGS	06934500	1935-12-05	46300	A
USGS	06934500	1935-12-06	43600	A
USGS	06934500	1935-12-07	43200	A
USGS	06934500	1935-12-08	42900	A
USGS	06934500	1935-12-09	38800	A
USGS	06934500	1935-12-10	38500	A
USGS	06934500	1935-12-11	42200	A
USGS	06934500	1935-12-12	42000	A
USGS	06934500	1935-12-13	40100	A
USGS	06934500	1935-12-14	38200	A
USGS	06934500	1935-12-15	36200	A
USGS	06934500	1935-12-16	32500	A
USGS	06934500	1935-12-17	30400	A
USGS	06934500	1935-12-18	30700	A
USGS	06934500	1935-12-19	29500	A
USGS	06934500	1935-12-20	28900	A
USGS	06934500	1935-12-21	28700	A
USGS	06934500	1935-12-22	29300	A
USGS	06934500	1935-12-23	26000	A
USGS	06934500	1935-12-24	24700	A
USGS	06934500	1935-12-25	25300	A
USGS	06934500	1935-12-26	21900	A
USGS	06934500	1935-12-27	18200	A
USGS	06934500	1935-12-28	17500	A
USGS	06934500	1935-12-29	15400	A
USGS	06934500	1935-12-30	12700	A
USGS	06934500	1935-12-31	10400	A
USGS	06934500	1936-01-01	13400	A
USGS	06934500	1936-01-02	13200	A
USGS	06934500	1936-01-03	11700	A
USGS	06934500	1936-01-04	15100	A
USGS	06934500	1936-01-05	15600	A
USGS	06934500	1936-01-06	14300	A
USGS	06934500	1936-01-07	14700	A
USGS	06934500	1936-01-08	16700	A
USGS	06934500	1936-01-09	18000	A
USGS	06934500	1936-01-10	17800	A
USGS	06934500	1936-01-11	17200	A
USGS	06934500	1936-01-12	16700	A
USGS	06934500	1936-01-13	15400	A
USGS	06934500	1936-01-14	15100	A
USGS	06934500	1936-01-15	16700	A
USGS	06934500	1936-01-16	17800	A
USGS	06934500	1936-01-17	18500	A
USGS	06934500	1936-01-18	19200	A
USGS	06934500	1936-01-19	19200	A
USGS	06934500	1936-01-20	17600	A
USGS	06934500	1936-01-21	16200	A
USGS	06934500	1936-01-22	17200	A
USGS	06934500	1936-01-23	15600	A
USGS	06934500	1936-01-24	13800	A
USGS	06934500	1936-01-25	10600	A
USGS	06934500	1936-01-26	9400	A
USGS	06934500	1936-01-27	9300	A
USGS	06934500	1936-01-28	10700	A
USGS	06934500	1936-01-29	13400	A
USGS	06934500	1936-01-30	14500	A
USGS	06934500	1936-01-31	14900	A
USGS	06934500	1936-02-01	14700	A
USGS	06934500	1936-02-02	14500	A
USGS	06934500	1936-02-03	14500	A
USGS	06934500	1936-02-04	15600	A
USGS	06934500	1936-02-05	15800	A
USGS	06934500	1936-02-06	17200	A
USGS	06934500	1936-02-07	18200	A
USGS	06934500	1936-02-08	19800	A
USGS	06934500	1936-02-09	20000	A
USGS	06934500	1936-02-10	19000	A
USGS	06934500	1936-02-11	17200	A
USGS	06934500	1936-02-12	17500	A
USGS	06934500	1936-02-13	18200	A
USGS	06934500	1936-02-14	19000	A
USGS	06934500	1936-02-15	20000	A
USGS	06934500	1936-02-16	19800	A
USGS	06934500	1936-02-17	18200	A
USGS	06934500	1936-02-18	16800	A
USGS	06934500	1936-02-19	16800	A
USGS	06934500	1936-02-20	17200	A
USGS	06934500	1936-02-21	20800	A
USGS	06934500	1936-02-22	22400	A
USGS	06934500	1936-02-23	22700	A
USGS	06934500	1936-02-24	22400	A
USGS	06934500	1936-02-25	25400	A
USGS	06934500	1936-02-26	50800	A
USGS	06934500	1936-02-27	133000	A
USGS	06934500	1936-02-28	140000	A
USGS	06934500	1936-02-29	127000	A
USGS	06934500	1936-03-01	120000	A
USGS	06934500	1936-03-02	107000	A
USGS	06934500	1936-03-03	92600	A
USGS	06934500	1936-03-04	83000	A
USGS	06934500	1936-03-05	78000	A
USGS	06934500	1936-03-06	80500	A
USGS	06934500	1936-03-07	85000	A
USGS	06934500	1936-03-08	92700	A
USGS	06934500	1936-03-09	96200	A
USGS	06934500	1936-03-10	107000	A
USGS	06934500	1936-03-11	118000	A
USGS	06934500	1936-03-12	119000	A
USGS	06934500	1936-03-13	119000	A
USGS	06934500	1936-03-14	122000	A
USGS	06934500	1936-03-15	125000	A
USGS	06934500	1936-03-16	114000	A
USGS	06934500	1936-03-17	96800	A
USGS	06934500	1936-03-18	89600	A
USGS	06934500	1936-03-19	86000	A
USGS	06934500	1936-03-20	84800	A
USGS	06934500	1936-03-21	80500	A
USGS	06934500	1936-03-22	71300	A
USGS	06934500	1936-03-23	63000	A
USGS	06934500	1936-03-24	67100	A
USGS	06934500	1936-03-25	70000	A
USGS	06934500	1936-03-26	62700	A
USGS	06934500	1936-03-27	72200	A
USGS	06934500	1936-03-28	103000	A
USGS	06934500	1936-03-29	111000	A
USGS	06934500	1936-03-30	97400	A
USGS	06934500	1936-03-31	88200	A
USGS	06934500	1936-04-01	89800	A
USGS	06934500	1936-04-02	90800	A
USGS	06934500	1936-04-03	85400	A
USGS	06934500	1936-04-04	74500	A
USGS	06934500	1936-04-05	67500	A
USGS	06934500	1936-04-06	67100	A
USGS	06934500	1936-04-07	63000	A
USGS	06934500	1936-04-08	62100	A
USGS	06934500	1936-04-09	59700	A
USGS	06934500	1936-04-10	55400	A
USGS	06934500	1936-04-11	50400	A
USGS	06934500	1936-04-12	46700	A
USGS	06934500	1936-04-13	43900	A
USGS	06934500	1936-04-14	43200	A
USGS	06934500	1936-04-15	42800	A
USGS	06934500	1936-04-16	40200	A
USGS	06934500	1936-04-17	37900	A
USGS	06934500	1936-04-18	36600	A
USGS	06934500	1936-04-19	35600	A
USGS	06934500	1936-04-20	34100	A
USGS	06934500	1936-04-21	32300	A
USGS	06934500	1936-04-22	32400	A
USGS	06934500	1936-04-23	32500	A
USGS	06934500	1936-04-24	33200	A
USGS	06934500	1936-04-25	62000	A
USGS	06934500	1936-04-26	84500	A
USGS	06934500	1936-04-27	73200	A
USGS	06934500	1936-04-28	60900	A
USGS	06934500	1936-04-29	54200	A
USGS	06934500	1936-04-30	51600	A
USGS	06934500	1936-05-01	50600	A
USGS	06934500	1936-05-02	52400	A
USGS	06934500	1936-05-03	63500	A
USGS	06934500	1936-05-04	82900	A
USGS	06934500	1936-05-05	102000	A
USGS	06934500	1936-05-06	84800	A
USGS	06934500	1936-05-07	67100	A
USGS	06934500	1936-05-08	56900	A
USGS	06934500	1936-05-09	49300	A
USGS	06934500	1936-05-10	44600	A
USGS	06934500	1936-05-11	42500	A
USGS	06934500	1936-05-12	42200	A
USGS	06934500	1936-05-13	52300	A
USGS	06934500	1936-05-14	69600	A
USGS	06934500	1936-05-15	66600	A
USGS	06934500	1936-05-16	61300	A
USGS	06934500	1936-05-17	61700	A
USGS	06934500	1936-05-18	56500	A
USGS	06934500	1936-05-19	51200	A
USGS	06934500	1936-05-20	50000	A
USGS	06934500	1936-05-21	50800	A
USGS	06934500	1936-05-22	47800	A
USGS	06934500	1936-05-23	46000	A
USGS	06934500	1936-05-24	44600	A
USGS	06934500	1936-05-25	40800	A
USGS	06934500	1936-05-26	39800	A
USGS	06934500	1936-05-27	39800	A
USGS	06934500	1936-05-28	43100	A
USGS	06934500	1936-05-29	50600	A
USGS	06934500	1936-05-30	52500	A
USGS	06934500	1936-05-31	55200	A
USGS	06934500	1936-06-01	60200	A
USGS	06934500	1936-06-02	67800	A
USGS	06934500	1936-06-03	67400	A
USGS	06934500	1936-06-04	61100	A
USGS	06934500	1936-06-05	54800	A
USGS	06934500	1936-06-06	51300	A
USGS	06934500	1936-06-07	48700	A
USGS	06934500	1936-06-08	47800	A
USGS	06934500	1936-06-09	56900	A
USGS	06934500	1936-06-10	71200	A
USGS	06934500	1936-06-11	67500	A
USGS	06934500	1936-06-12	57200	A
USGS	06934500	1936-06-13	53900	A
USGS	06934500	1936-06-14	53700	A
USGS	06934500	1936-06-15	56900	A
USGS	06934500	1936-06-16	56700	A
USGS	06934500	1936-06-17	51400	A
USGS	06934500	1936-06-18	50600	A
USGS	06934500	1936-06-19	64700	A
USGS	06934500	1936-06-20	73200	A
USGS	06934500	1936-06-21	68100	A
USGS	06934500	1936-06-22	57700	A
USGS	06934500	1936-06-23	51600	A
USGS	06934500	1936-06-24	48900	A
USGS	06934500	1936-06-25	48000	A
USGS	06934500	1936-06-26	49000	A
USGS	06934500	1936-06-27	51000	A
USGS	06934500	1936-06-28	53300	A
USGS	06934500	1936-06-29	51700	A
USGS	06934500	1936-06-30	46300	A
USGS	06934500	1936-07-01	44600	A
USGS	06934500	1936-07-02	44600	A
USGS	06934500	1936-07-03	43100	A
USGS	06934500	1936-07-04	42700	A
USGS	06934500	1936-07-05	41700	A
USGS	06934500	1936-07-06	42600	A
USGS	06934500	1936-07-07	43400	A
USGS	06934500	1936-07-08	42700	A
USGS	06934500	1936-07-09	40700	A
USGS	06934500	1936-07-10	38600	A
USGS	06934500	1936-07-11	37200	A
USGS	06934500	1936-07-12	35800	A
USGS	06934500	1936-07-13	34400	A
USGS	06934500	1936-07-14	33500	A
USGS	06934500	1936-07-15	32900	A
USGS	06934500	1936-07-16	32600	A
USGS	06934500	1936-07-17	32000	A
USGS	06934500	1936-07-18	31200	A
USGS	06934500	1936-07-19	30400	A
USGS	06934500	1936-07-20	29800	A
USGS	06934500	1936-07-21	28700	A
USGS	06934500	1936-07-22	28200	A
USGS	06934500	1936-07-23	27900	A
USGS	06934500	1936-07-24	26800	A
USGS	06934500	1936-07-25	26600	A
USGS	06934500	1936-07-26	26300	A
USGS	06934500	1936-07-27	25500	A
USGS	06934500	1936-07-28	24700	A
USGS	06934500	1936-07-29	23700	A
USGS	06934500	1936-07-30	23400	A
USGS	06934500	1936-07-31	24000	A
USGS	06934500	1936-08-01	22600	A
USGS	06934500	1936-08-02	21400	A
USGS	06934500	1936-08-03	20800	A
USGS	06934500	1936-08-04	20000	A
USGS	06934500	1936-08-05	19400	A
USGS	06934500	1936-08-06	19400	A
USGS	06934500	1936-08-07	19200	A
USGS	06934500	1936-08-08	19700	A
USGS	06934500	1936-08-09	21100	A
USGS	06934500	1936-08-10	19700	A
USGS	06934500	1936-08-11	18500	A
USGS	06934500	1936-08-12	18300	A
USGS	06934500	1936-08-13	18300	A
USGS	06934500	1936-08-14	17800	A
USGS	06934500	1936-08-15	17800	A
USGS	06934500	1936-08-16	18700	A
USGS	06934500	1936-08-17	18000	A
USGS	06934500	1936-08-18	17600	A
USGS	06934500	1936-08-19	17400	A
USGS	06934500	1936-08-20	18000	A
USGS	06934500	1936-08-21	18000	A
USGS	06934500	1936-08-22	17400	A
USGS	06934500	1936-08-23	16700	A
USGS	06934500	1936-08-24	16500	A
USGS	06934500	1936-08-25	16200	A
USGS	06934500	1936-08-26	15800	A
USGS	06934500	1936-08-27	15800	A
USGS	06934500	1936-08-28	16200	A
USGS	06934500	1936-08-29	16000	A
USGS	06934500	1936-08-30	15800	A
USGS	06934500	1936-08-31	16000	A
USGS	06934500	1936-09-01	16000	A
USGS	06934500	1936-09-02	16200	A
USGS	06934500	1936-09-03	17800	A
USGS	06934500	1936-09-04	19200	A
USGS	06934500	1936-09-05	19000	A
USGS	06934500	1936-09-06	18500	A
USGS	06934500	1936-09-07	17600	A
USGS	06934500	1936-09-08	18000	A
USGS	06934500	1936-09-09	19000	A
USGS	06934500	1936-09-10	20600	A
USGS	06934500	1936-09-11	24300	A
USGS	06934500	1936-09-12	27000	A
USGS	06934500	1936-09-13	27200	A
USGS	06934500	1936-09-14	26800	A
USGS	06934500	1936-09-15	26300	A
USGS	06934500	1936-09-16	25200	A
USGS	06934500	1936-09-17	24200	A
USGS	06934500	1936-09-18	23700	A
USGS	06934500	1936-09-19	26300	A
USGS	06934500	1936-09-20	31700	A
USGS	06934500	1936-09-21	32900	A
USGS	06934500	1936-09-22	34700	A
USGS	06934500	1936-09-23	33500	A
USGS	06934500	1936-09-24	29500	A
USGS	06934500	1936-09-25	26800	A
USGS	06934500	1936-09-26	26300	A
USGS	06934500	1936-09-27	47600	A
USGS	06934500	1936-09-28	79300	A
USGS	06934500	1936-09-29	94400	A
USGS	06934500	1936-09-30	78300	A
USGS	06934500	1936-10-01	64300	A
USGS	06934500	1936-10-02	54500	A
USGS	06934500	1936-10-03	41800	A
USGS	06934500	1936-10-04	34400	A
USGS	06934500	1936-10-05	29800	A
USGS	06934500	1936-10-06	26200	A
USGS	06934500	1936-10-07	25000	A
USGS	06934500	1936-10-08	25700	A
USGS	06934500	1936-10-09	28100	A
USGS	06934500	1936-10-10	29800	A
USGS	06934500	1936-10-11	31800	A
USGS	06934500	1936-10-12	42400	A
USGS	06934500	1936-10-13	56000	A
USGS	06934500	1936-10-14	54500	A
USGS	06934500	1936-10-15	48100	A
USGS	06934500	1936-10-16	43200	A
USGS	06934500	1936-10-17	40100	A
USGS	06934500	1936-10-18	36300	A
USGS	06934500	1936-10-19	31200	A
USGS	06934500	1936-10-20	26700	A
USGS	06934500	1936-10-21	26500	A
USGS	06934500	1936-10-22	24400	A
USGS	06934500	1936-10-23	25200	A
USGS	06934500	1936-10-24	25200	A
USGS	06934500	1936-10-25	24200	A
USGS	06934500	1936-10-26	23200	A
USGS	06934500	1936-10-27	22200	A
USGS	06934500	1936-10-28	25400	A
USGS	06934500	1936-10-29	24700	A
USGS	06934500	1936-10-30	23700	A
USGS	06934500	1936-10-31	22400	A
USGS	06934500	1936-11-01	22400	A
USGS	06934500	1936-11-02	35400	A
USGS	06934500	1936-11-03	115000	A
USGS	06934500	1936-11-04	88500	A
USGS	06934500	1936-11-05	72300	A
USGS	06934500	1936-11-06	75500	A
USGS	06934500	1936-11-07	60300	A
USGS	06934500	1936-11-08	44600	A
USGS	06934500	1936-11-09	37900	A
USGS	06934500	1936-11-10	33500	A
USGS	06934500	1936-11-11	32600	A
USGS	06934500	1936-11-12	29500	A
USGS	06934500	1936-11-13	27300	A
USGS	06934500	1936-11-14	26200	A
USGS	06934500	1936-11-15	26000	A
USGS	06934500	1936-11-16	23200	A
USGS	06934500	1936-11-17	19700	A
USGS	06934500	1936-11-18	20400	A
USGS	06934500	1936-11-19	22000	A
USGS	06934500	1936-11-20	21700	A
USGS	06934500	1936-11-21	21200	A
USGS	06934500	1936-11-22	20400	A
USGS	06934500	1936-11-23	19700	A
USGS	06934500	1936-11-24	17800	A
USGS	06934500	1936-11-25	19200	A
USGS	06934500	1936-11-26	20200	A
USGS	06934500	1936-11-27	20200	A
USGS	06934500	1936-11-28	18300	A
USGS	06934500	1936-11-29	17800	A
USGS	06934500	1936-11-30	17800	A
USGS	06934500	1936-12-01	16900	A
USGS	06934500	1936-12-02	18500	A
USGS	06934500	1936-12-03	21200	A
USGS	06934500	1936-12-04	23200	A
USGS	06934500	1936-12-05	25200	A
USGS	06934500	1936-12-06	23700	A
USGS	06934500	1936-12-07	24400	A
USGS	06934500	1936-12-08	22200	A
USGS	06934500	1936-12-09	24700	A
USGS	06934500	1936-12-10	27500	A
USGS	06934500	1936-12-11	28100	A
USGS	06934500	1936-12-12	27300	A
USGS	06934500	1936-12-13	24400	A
USGS	06934500	1936-12-14	20700	A
USGS	06934500	1936-12-15	17100	A
USGS	06934500	1936-12-16	18500	A
USGS	06934500	1936-12-17	19200	A
USGS	06934500	1936-12-18	18000	A
USGS	06934500	1936-12-19	18500	A
USGS	06934500	1936-12-20	16600	A
USGS	06934500	1936-12-21	14200	A
USGS	06934500	1936-12-22	12900	A
USGS	06934500	1936-12-23	13100	A
USGS	06934500	1936-12-24	14400	A
USGS	06934500	1936-12-25	14000	A
USGS	06934500	1936-12-26	12600	A
USGS	06934500	1936-12-27	15500	A
USGS	06934500	1936-12-28	22700	A
USGS	06934500	1936-12-29	22400	A
USGS	06934500	1936-12-30	23000	A
USGS	06934500	1936-12-31	30600	A
USGS	06934500	1937-01-01	30900	A
USGS	06934500	1937-01-02	28600	A
USGS	06934500	1937-01-03	29500	A
